NAME	T.cells	Myeloid.cells	B.cells	Mural.cells	Endothelial.cells	Fibroblasts	Cancer.cells
ITK	0.58698578542889	0.0938694781401933	0.0120229021769743	0.0105195210530208	0.0205027289139597	0.0121279673845698	0.0375735930835499
IFNG	0.587923780786318	0.048973863099286	0.0153388653458363	0.02356795667292	0.0369438037119414	0.0319260967575855	0.0268444372625912
GZMM	0.58167913152468	0.0437048525931078	0.0167811987961247	0.0162197507868756	0.0356688273694527	0.0167105720432234	0.0258936092432807
FYN	0.824372163561958	0.176023519069363	0.0362414492425653	0.0768393325019669	0.40647721632816	0.085820346277628	0.0798230813531315
TRAT1	0.55506927460783	0.0527173269492144	0.0153564262784862	0.011227663899516	0.0325188923908763	0.0137639751693694	0.0358464528532589
LCK	0.855133384492622	0.0570696832910616	0.0840419869290091	0.0202510570169805	0.0390203827762147	0.0165807155186162	0.0482344139323515
GZMH	0.542326378440222	0.0412042683188678	0.0160863607127911	0.0191063202606453	0.0226686213689558	0.0105339327467037	0.0266049303727991
GZMB	0.585501355735245	0.0752793322227619	0.0241522813333706	0.0104122575822767	0.0267824625056326	0.00990072922726555	0.0244032575102413
SH2D1A	0.511705323412854	0.0353204413069154	0.0100880616729582	0.0118053986738016	0.0261029293092244	0.0341585343901582	0.0185752600782058
CD96	0.835454492848427	0.0825329352610293	0.0811996255826299	0.0283265899563884	0.0442746859874452	0.0196513253799542	0.0402004414446214
ZAP70	0.50330741217853	0.0347655472049007	0.0139670427267544	0.00727280485761035	0.0159001766779776	0.0145999970446072	0.0411021848285899
LINC01871	0.470834171698044	0.0372716121459797	0.00901295396195767	0.00535656158740704	0.014747134829252	0.00592733345769938	0.0298746294133803
GNLY	0.477801606563562	0.0414523555660806	0.00976163742771406	0.0191685888269445	0.0334574514598938	0.0104086033270449	0.0465201394698199
CTSW	0.705994865914867	0.244014677485527	0.046668082930751	0.00865482272682609	0.0376361505951037	0.0145471663804234	0.0314062089078567
CCL4	1.20610625700345	1.2037800473823	0.0743963485222816	0.0704880317750868	0.0888129098449598	0.0812862489462896	0.162581494836246
GIMAP4	0.660799754156271	0.199611550223293	0.00932821149767556	0.0289431287692143	0.985977992338427	0.0101946290791284	0.0169990860714632
ANXA1	2.14919637687948	2.18159672276783	0.0766342918530005	0.649672020451053	1.02192215622897	1.2251335016903	0.696367001042646
SH2D2A	0.665912827665559	0.0876952244594083	0.0571507728407687	0.0105418453373752	0.0426166538302408	0.0225272234638366	0.0473294814895181
TIGIT	0.47033703803833	0.0360645364134865	0.0163094500952421	0.0234750740082709	0.0279488708642111	0.0111537811471827	0.032828945833094
CD6	0.494309179965171	0.042208765233934	0.0248945520291841	0.00794809645348853	0.0127918483423844	0.00692889390630203	0.033071972061606
CAMK4	0.56635842162567	0.0505804369184706	0.0423998541864736	0.0447456665615459	0.0322137964171086	0.0192564979806605	0.0357075960495893
SKAP1	0.607067617387531	0.166229142547816	0.0431407780086306	0.0199737729607048	0.0668726204000592	0.0176168451299228	0.0327297472252565
GIMAP7	0.623271511509712	0.0910304109813177	0.0104521473276287	0.0199552155589009	1.22561000296944	0.0139885961361011	0.0431585840617909
CD5	0.462995681154238	0.061330545057795	0.0184355216354181	0.0132651225289146	0.0190580617525931	0.0114610761828004	0.0673417465827044
LEPROTL1	1.45791210667787	0.46031622823916	0.205344978378963	0.362824889067765	0.437472406505968	0.235655115857783	0.318440756797791
CTLA4	0.41148173350933	0.0387202128285785	0.0101000410107268	0.00531539361555498	0.0138684788046841	0.00844989889835214	0.0164039861454683
CD28	0.4206268508405	0.0489079264660328	0.0113155312511539	0.00559637454839853	0.0332017506708939	0.00619776091316255	0.0288450867989484
TNFAIP3	2.06519487404888	1.19551674333232	0.30831451652675	0.442555313215151	0.394166866067494	0.395701971822204	0.319062811556984
OXNAD1	0.495094078960201	0.0748307864731051	0.0296359608320046	0.0423335934471298	0.0497590255052849	0.0299896955190842	0.0468462130602668
PRKCH	0.48302840560517	0.0715979649541903	0.0140791378470282	0.0169673814878359	0.426456695276014	0.0251946869704514	0.0418102600995232
LAT	0.549712475548732	0.425176371714757	0.0159525566722519	0.0254577136301732	0.0328636512345674	0.0202958589044076	0.0232357363139882
PRF1	0.365809597952778	0.0236303897233967	0.00660055635446465	0.0215899408518613	0.00960399319680684	0.00584781622288117	0.0266277118290172
IL2RB	0.408529983589136	0.0345805391721558	0.0204403071046381	0.0227590630342672	0.0216272878076471	0.0132934172507609	0.0557897507443148
SLA	0.482743087740436	0.175202988156101	0.0318606589866771	0.0137781068256923	0.0105676861813194	0.0212253356728095	0.0233770700062023
SYTL3	0.693616262419595	0.301244283803025	0.0814457076232694	0.0206662894081283	0.0477264808695852	0.0307139419012987	0.160078283337986
LINC02446	0.341285379489833	0.0246122773348937	0.00759572295196117	0.0138370077950614	0.0130621035589556	0.0118596985749121	0.0140465404005612
XCL2	0.343742613799948	0.042544129103945	0.00981012551739655	0.0256074995522971	0.0387854706157338	0.0105706272464417	0.0708745664708755
KLRD1	0.316970294263302	0.0199127554661117	0.00509080960783125	0.00692086025908753	0.0238636622360449	0.00807592850349937	0.0236412330234752
CXCL13	0.341593860298583	0.0327570913525817	0.010314761736674	0.00514248208685236	0.004107561476493	0.0362063805977171	0.00273805534138399
XCL1	0.343446622439407	0.0375599000653793	0.00971548868004103	0.0369218035058661	0.0405082471290844	0.0237260539860905	0.0523985831877765
HNRNPLL	0.478159329787032	0.167212254057618	0.0193362260046227	0.259186488376869	0.163504752143148	0.206981303422521	0.138098358126248
SPOCK2	1.09695824109139	0.108453366737849	0.241284559217574	0.025950005368872	0.349612480316436	0.0273970960523294	0.0770257583786459
KLRK1	0.338421391278409	0.0248449990763302	0.0163429934183317	0.0121026589844253	0.0246783426047512	0.00472794665452327	0.0418534915587481
PIK3R1	0.859030043988693	0.227794679888973	0.130178325776134	0.332045429198296	0.12967263480693	0.420883431374777	0.136736379651462
THEMIS	0.286415514238745	0.0208253271630865	0.00529705432437263	0.00629166865086817	0.0174356727052533	0.00916484584868204	0.0201990677328671
FCER1G	0.0218764446998013	2.414241638732	0.00424760300984266	0.00315654340681139	0.00851697260112854	0.00993384330342504	0.0151839873370002
LYZ	0.00828565544328463	1.89225508298325	0.00621203908872349	0	0.00501976197986512	0.0124102279631164	0.106003594678991
TYROBP	0.0706333096618639	2.68990311225023	0.0260675296126378	0.00350212144327688	0.0274033210950605	0.0197767033636819	0.0358225536346436
CXCL8	0.00449497448846655	1.50630436675126	0.00573257100755846	0.0494777354827294	0.0542471158105221	0.0411012112545668	0.436141148595249
CST3	0.0177228024612618	3.02106111952204	0.0294521304767656	2.43362692175331	0.58345921556345	2.62281485117629	2.23837406466989
TPSAB1	0.0028604525444674	1.33377412541568	0.00397107831107099	0.00295792904528943	0.00485184256539961	0.00813820727200688	0
IL1B	0.00280773008982666	1.31283904689097	0.00334737157441223	0.000485708110935085	0.00407278145329234	0.00464446640413675	0.0106576871871948
AIF1	0.0265558524952954	1.53278273098418	0.00875522603409863	0.0028414257804116	0.00422121017173147	0.00622394998203262	0
C1QA	0.00360219434374204	1.27384826236069	0.00171594775156261	0.000485708110935085	0	0.00785966075613908	0.0406156197716208
C1QC	0.0026447836737072	1.20937166085253	0.00218008156918749	0	0.000206851959228516	0.00897945390086793	0.0248628865971285
C15orf48	0.00872610679338523	1.16246905288733	0.00226417318192647	0.0105759560406863	0.0071882298802645	0.0109582660437628	0.265851124174455
C1QB	0.00418518047789336	1.09009465107444	0.00105178609740534	0.00439165366874946	0.00416226284355638	0.00746913816639569	0.00295232324039235
TPSB2	0.000809560553533955	1.02229393492898	0.00358293131243982	0.00506634722699176	0.00401164321808153	0.00559907928171517	0
SERPINA1	0.00159102007683114	1.00068706550561	0.000758034869591439	0.000306782984471583	0.0012739135545977	0.00453460458931065	0.506440190006705
APOC1	0.00746890884980669	1.01417476743053	0.00674194345778149	0.14770879305326	0.0132466363450557	0.0989236925286728	0.0537025702700895
PLAUR	0.0697431114439591	1.53359048987225	0.0155052799054605	0.242705725025345	0.114550804053767	0.367682530962274	0.187701716423035
CD68	0.00455467789810781	1.06071047202188	0.0305922316067818	0.0325893523928883	0.00293991160734989	0.139520231699844	0.0322995441801408
MS4A6A	0.00768922855878857	0.94853689800229	0.000568924634752624	0	0.00470729613418214	0.00194352481155715	0.0209218339359059
CPA3	0.000429076479652836	0.891938264125969	0.00116076267066861	0.00132038860530644	0.00094243702135588	0.00596409981220836	0
CXCL3	0.0041657989404372	0.926239827464663	0.0023465187135954	0.0963548121871529	0.198344996602912	0.174740886369011	0.226827026254991
CXCL2	0.00284843805646465	1.00961078220873	0.00133626611574486	0.257768043476147	0.563346526177876	0.471085638965024	0.822193379963146
CD14	0.00193566902686069	0.832614646813093	0.00144833562933108	0.0240394955414992	0.251794307015159	0.0782591199974635	0.0063470812404857
IER3	0.120661811443965	2.03865460603093	0.0494845558601516	0.828199559803847	0.531288160718799	1.59181966670886	0.47608970600016
HPGDS	0.000497165842458318	0.761141202345229	0.000148459324381972	0	0	0.00025447213001331	0.0140284510219798
S100A9	0.00227661680821205	0.772907743618967	0.00186989466272318	0	0.00245177679655084	0.00539045950358882	0.101953463694629
TPSD1	0.000485983332547541	0.749321889728598	0.000389364118660492	0.00182596835461292	0	0	0
SPP1	0.00337493125459281	0.765078016468424	0.00163396720449943	0.00307595648608365	0.00891516946719594	0.0117481454595861	0.197313876993516
APOE	0.00805506923252007	0.9518720863623	0.00984261085540249	0.661239103851738	0.0192330192721061	0.537013504066228	0.187848337608225
FCGR2A	0.00109438748261204	0.760000991182253	0.0137568886747133	0.0682449655218439	0.00187616741828371	0.0229161937516105	0.0136941584418802
G0S2	0.0323970911494293	1.19633439892681	0.0605420934920864	0.203674095986964	0.00446958790555525	0.757924835986173	0.0357933885910932
LST1	0.0362755126685774	0.96189087681603	0.0514847223467546	0	0.00159794091037586	0.0110149466143492	0.0168318162244909
OLR1	0.000307404211426497	0.654769443385085	0.00038182606723031	0	0.00205080424769643	0.00262033774762972	0.00244534043704762
S100A8	0.000819168072101667	0.646687350596136	0.000457650816895781	0	0.00644809919110896	0.0039081604311157	0
MS4A2	0.000224886196305431	0.613408835847475	0.000435210206679721	0	0	0.000302610367411849	0
SPI1	0.00229071779724355	1.13413405468125	0.241249216787821	0.00145300262576931	0.000469066663221879	0.0108692213531319	0.0260618338865392
TMEM176B	0.000646679717376587	0.898515326635182	0.0047602590660705	0.471807805496258	0.0412129461366024	1.58148921997727	0.247584318693946
IGSF6	0.00114701088733448	0.580798958528344	0.00132147638170158	0	0	0.000941783733447725	0.00388395505792954
EREG	0.000921754223186625	0.568981713216904	0.000297793638791969	0.00177817197946402	0.000486900429976614	0.000360892786640502	0.00882793622858384
CLEC7A	0.00695342914625573	0.579515627699289	0.000389221459379761	0	0.00318030980215118	0.00170337253035861	0.0119652720058666
FBP1	0.00456619161207697	0.632454041709677	0.022051548848643	0.0102054886241536	0.00687815586345618	0.239291881672009	0.32809809698778
FCER1A	0.000215030670735714	0.529702024136835	6.19212078269701e-05	0	0	0.000302610367411849	0
IL1RN	0.00192366203832065	0.53292751327128	0.000171268040283737	0	0.000188378911269339	0.000665717164841656	0
C5AR1	0.000225880737291666	0.529265103958271	0.0018086931813667	0	0.000423945776013096	0.00401548022006845	0.0133116301368265
PTGS2	0.000853468553465286	0.563461021312728	0.000392364251439894	0.0722094893455505	0.00275729884371233	0.235051431521212	0.0713505564717686
RNF130	0.041649732283916	0.857739847900807	0.0507718712607118	0.36421391914179	0.337387104536358	0.359898634109038	0.298185834183412
IL18	0.00116810996676085	0.517519789718048	0.00481829224642606	0	0	0.00182042868566314	0.0680756384484908
GATA2	0.00087570712313674	0.533850740331423	0.00105555784733087	0.0112251651942075	0.437854331429495	0.010466394254852	0.0183958669269786
CD9	0.0530792670688199	0.965040619793924	0.0297128733469758	1.1065956397109	0.86902658043866	0.838652035865824	1.20634074638872
CCL3	0.187771632346221	1.25634855334057	0.0307001903949464	0.0575461380822318	0.0118969442171343	0.0201780799841781	0.0210527969809139
GLUL	0.327460336350687	2.01501412478571	0.0443711601477271	0.901792182660365	0.591014466468227	1.04209466609247	0.6386849017003
TGFBI	0.00818128115387373	0.555355109782712	0.000830553981831671	0.612980331274179	0.000409011977711363	0.244846331783917	0.0279560015482061
CXCL16	0.0670542602841002	0.866516335405569	0.0790324592960868	0.0713862859809792	0.057656153674331	0.112419348925227	0.369687686036615
HDC	0.00101298738734513	0.463816088519366	0.000144643501214184	0.00132038860530644	0	0.0024919858337945	0
IFI30	0.0368841448905912	2.2433938649198	0.961627979801163	0.134314012082068	0.0903105052464316	0.0980386886287434	0.510266318741967
MRC1	0.00105582109936514	0.458493789174171	0.00122196874546402	0.000306782984471583	0.00762797190241836	0.00137682928699829	0.0159513271556181
CLEC10A	0.000129786428890043	0.449105259126622	0	0	0	0.00027175625497826	0
PLAU	0.00107742887630583	0.494922181219153	0.000269801745751625	0.0866061436474978	0.0593999131444539	0.251659368346426	0.0252601763781379
TREM1	0.000425576426140948	0.443969857873972	0.000823142560639739	0.128310841570844	0.000281451147709167	0.027189136090139	0.00612708035637351
TMEM176A	0.00126189033861839	0.681512188330496	0.00245842116902926	0.465508709844652	0.00937286870901665	1.60110325499309	0.263711431026459
MS4A7	0.00051598580873629	0.541339444540165	0.0668833524172343	0.000379232076498178	0.00104454898377925	0.00175295491597642	0.0115477208530202
GSN	0.0103545293876754	0.942541644194438	0.0891828672764069	1.80240648214634	1.66007757305529	1.24972977642734	0.691959861657199
CSF1R	0.000299467124269977	0.431539546683518	2.48472999765565e-05	0	0	0.0012899867261304	0
RHEX	0.000423527551319925	0.439731557487744	0.00637263660654329	0	0	0.00247793604639285	0.00413716905257281
TREM2	0.000645207711343656	0.430610711042412	0.000435773426922149	0	0	0.00138694469898814	0.0204616843952852
CD79A	0.0166106850274046	0.0336492910115575	1.93482123897373	0.0127147827043638	0.0172722431575282	0.0151173447265785	0.0266391709271599
MS4A1	0.0354079943410079	0.0280622132781886	1.62901523446447	0.00869401879363008	0.00970597900271986	0.0108004451645967	0.0167719835393569
IGHA1	0.018549452185997	0.0323906478826066	1.0183621442561	0.0056415729208307	0.0153436347628324	0.0160682837833421	0.0464228443538441
BANK1	0.00273354563590589	0.0386582918613278	0.863801307422915	0.00525191537626497	0.00918892073289059	0.0101290225184612	0.0552738610435935
IGKC	0.0711723830314764	0.109359022504405	1.46127911151786	0.0404476377204224	0.0428641476243307	0.0643478742403964	0.0456310352858375
ADAM28	0.0108671318825489	0.169220110865829	0.881064459712517	0.00171018741943024	0.00618730319173712	0.0164585034692637	0.0680030294025646
JCHAIN	0.0174072271157174	0.06941534414626	0.804698138171029	0.0204889517040043	0.0401002335206173	0.0665363120608749	0.0605915934899274
IGHG1	0.0502735683579843	0.0559674704423425	0.969629348652474	0.0191303581981869	0.0125265693322323	0.0409652634095946	0.0455937105066636
CD19	0.00174558208733009	0.0109666830893846	0.569348831638554	0.00327612051597008	0.00359628561010771	0.00390832827929174	0
TNFRSF13C	0.0145173087458213	0.0110928189220019	0.644871000446774	0.00277053361410623	0.00449701236195541	0.00695580916674067	0.0100623449157266
DERL3	0.00514964859504752	0.023540918125279	0.606702386960621	0.0426271253103738	0.00185556837246178	0.086005464323395	0.0530991624383365
IRF8	0.0113793180798239	0.351920452638444	0.716072589649835	0.0328763380679455	0.00429268993259047	0.08833132166244	0.0202711979080649
MEF2C	0.00502510732464221	0.261751887417211	0.740389648428638	1.00503364479149	0.476085458566127	0.135138157306855	0.111063058516558
TNFRSF13B	0.0048822614518545	0.00900367611797697	0.527272874997388	0.00196100764222197	0.0035201848636974	0.000779660740656833	0.00674910363029031
MZB1	0.0414371211114933	0.0270282708692272	0.71334964718772	0.00265908822908506	0.00140417564428594	0.0149070134073122	0.0205477439655977
VPREB3	0.00113550119339799	0.00736580835680748	0.492974869439004	0.0021532891870855	0.00131990095074667	0.00408637762069702	0.00913990301244399
BLK	0.0114447393969152	0.010047839185183	0.523024480412794	0.000578465723729396	0.00526899896740343	0.00296915789029588	0.0111417983560001
POU2AF1	0.00967543296458718	0.00523954535320721	0.510640499075166	0.00251379385099306	0.00235683192476702	0.00345579041846128	0.0153222019532148
IGKV3-20	0.0836949320871241	0.0757415493677931	0.909326305099463	0.0251206359758482	0.0926614743556703	0.0530065181489769	0.128806652461781
LINC00926	0.00178373775561122	0.00898629774591844	0.466806939418433	0.01549209689046	0.00645036593578649	0.0114175627022109	0.00226790582432466
RALGPS2	0.0118950667125329	0.0194978573006264	0.51735009422856	0.0474055670905899	0.00528829352137004	0.0148706640932849	0.0644152537514182
IGHM	0.00910589741549611	0.0164517788859139	0.496377366280626	0.00179565282968374	0.0105515921058837	0.00398106004403725	0.0118051276487463
SPIB	0.00110284881800144	0.0701789285379079	0.464884458750492	0.00281305056351882	0.00804849113573868	0.00733953694918166	0.00258371577543371
GNG7	0.00819266793497554	0.0657714036426581	0.503681089506447	0.00406859581287091	0.120139961197045	0.0280128703780753	0.0144628227458281
FCRLA	0.00137478516601951	0.00970170325470714	0.438241850496592	0.015566471854409	0	0.0018128020893081	0.00258371577543371
LYN	0.0158056438607066	0.443838504185686	0.612215832561788	0.0481949978346353	0.127159974483782	0.0578202587116712	0.122050680553212
LINC01781	0.000553393480944174	0.00606873534808614	0.426215530968948	0.00106643909936423	0.000673930519505551	0.0022285380922102	0.0114078088367687
CD24	0.00135982732374852	0.0044350237781309	0.430120468467523	0.00248419586118761	0.00518342294191059	0.0300655448736007	0.449225261982749
ARHGAP24	0.00116451245563635	0.0454199067263575	0.45511409346764	0.23151010796264	0.00281968470395467	0.145100201767359	0.125652571285472
SMIM14	0.0515299188929993	0.147853575456909	0.756341821198599	0.257501099895645	0.255498776584151	0.338507926089993	0.490761580887963
RUBCNL	0.00137603943920477	0.0565774241037536	0.41598465122479	0.00492763008390154	0.00803299806905135	0.0121572710779422	0.0102061169287738
IGHG2	0.0128494007882658	0.0200695874491165	0.455534488166133	0.00884773283214359	0.00809167122726806	0.00513529831395488	0.00502018283395206
SWAP70	0.015745600492988	0.281135629464311	0.571021264095826	0.174667303273966	0.369501062192415	0.102421030439592	0.219514092557571
HLA-DRA	0.411239037007007	3.01616827779578	2.92075087989813	0.0444537681799669	2.0737501960508	0.135570524696526	2.24660584786359
LY9	0.214558491503792	0.0670055630169882	1.24591568556918	0.0116704351299412	0.0215024470598504	0.0143302773381876	0.0654015717786901
LINC01857	0.000421483855866841	0.0735747226567296	0.368713450882844	0.0015066129558689	0.00506225300747812	0.0049161192064006	0.0037854076834286
LY86	0.00146169977721999	0.400926942509285	0.424378461509454	0	0.00301527355276226	0.00397451139892993	0.00226790582432466
CD83	0.192357755969624	1.7406192863429	1.42997421801167	0.0715457225369883	0.0912571565614363	0.155386866730127	0.0868674637289608
BASP1	0.00775986630958509	0.454349333501002	0.507459149739329	0.0830401632288	0.0100868147297909	0.445779172451426	0.101193890010609
FAM30A	0.00153260675077248	0.0288245311071533	0.328222956891276	0.0017259611926236	0.00241147732620604	0.000588999929288441	0.00226790582432466
COBLL1	0.00152178263924679	0.0266689789248721	0.356664342852651	0.285614839831551	0.128135322691721	0.0765159172443166	0.172847911049338
CD40	0.0100581269659754	0.393905048767726	0.470146266067299	0.220497485255147	0.421078681341199	0.139950995400361	0.0443816980193643
IGHG3	0.031286610607239	0.016838586609266	0.429144798933723	0.0477812683451307	0.00173610522986599	0.0204887848868031	0.0170957496586968
HLA-DQA1	0.403966297122435	1.98517779711859	2.08877465860669	0.026152617590768	0.56235003696104	0.0324756856343736	1.16116473800996
SCIMP	0.00101740856121009	0.114347693631988	0.312327238053463	0.00330595718635308	0	0.00234383829966749	0
IGKV4-1	0.0651345449974969	0.0617642937626755	0.52762258403241	0.0309990288923075	0.0518083987053502	0.0466613236481176	0.0246385313482846
TCF4	0.00434514012693199	0.136999033120176	0.530578372321804	0.663930497038495	1.20587952881909	0.873155596645307	0.0801398238013772
IGKV3-15	0.029178137398759	0.0304664265179959	0.386141564649006	0.0197997068834829	0.0273556213972101	0.0131511329706743	0.0115152305715224
IGLV3-1	0.01604892433473	0.0260401405670025	0.334239651368808	0.00094353382404034	0.00301078919588664	0.0154010004279005	0.0118622202031753
BLNK	0.00165688093489074	0.044903788359774	0.286914005187292	0.00290582719739977	0.000636269601338218	0.00668929884373892	0.0693907485288732
STAP1	0.00870666193715906	0.0569478249526628	0.310650896910613	0.00285741337053068	0.00541310841957348	0.000541466339861499	0.00299328214981977
IGLC2	0.0108839236041917	0.0211988480514021	0.310818418855818	0.0121140737585969	0.00385065112958114	0.0156211893179427	0.00535449532901539
IGKV1-5	0.0607237388987369	0.044350671963385	0.485240121614425	0.0215674958386264	0.0564732959738188	0.0320243582565914	0.0323412259887247
HVCN1	0.0162995574028343	0.129154854185632	0.344108506950631	0.0705199802314842	0.0688417622689425	0.0425021448893527	0.0116711173338049
IGHA2	0.0026619149892276	0.0086254398957563	0.268579878163962	0.00327933159503308	0.00648867232947829	0.00169380803736683	0.014835524559021
CD79B	0.0506242747866552	0.0212812980387875	0.426508732685368	0.0118235570519835	0.0258640648759723	0.00960021777631847	0.00379955179551069
LAT2	0.0276720201117652	0.475080343512764	0.414086218527973	0.00299969162259783	0.00541640312477732	0.00208705103048221	0.00249156334820916
HLA-DQB1	0.423961771215813	1.81576237017648	1.86370660079073	0.0346245258457058	0.477113753197866	0.0330417099108756	1.17894813579672
IGKV3-11	0.0430617662122335	0.0368107519419337	0.38508312362825	0.0162007897764772	0.0403835458504526	0.0257461587305348	0.0369280450484332
IGLC3	0.0144273559965561	0.0190316811407286	0.288182024326388	0.00946032251630511	0.00732436321568831	0.0111649791964926	0.0247048801534316
IGHV3-23	0.0107968190756445	0.0155292641767981	0.274501526869546	0.000860417491787083	0.0107046805158186	0.00364814019103429	0
CCDC50	0.0574270901989868	0.164600687301182	0.515564027978054	0.355693811112708	0.474238316202848	0.369154823489768	0.0891372449257795
HLA-DMB	0.0519019261755864	0.761308765890073	0.513396449832871	0.00507592657110193	0.257129125161604	0.00968281600764606	0.39215437412262
RGS5	0.00186096859071865	0.00903465631644861	0.00218421552810606	2.14853388398558	0.201876822282253	0.0204438675647001	0.0129865051718319
IGFBP7	0.00979123696143116	0.0982397609426264	0.00598389269823607	4.27507028275794	2.28295785087147	2.91336103359027	0.741690771719989
NDUFA4L2	0.00170312268434073	0.00417203016913193	0.00874338997441714	1.97592856737284	0.0381997423993343	0.194015294602725	0.0975818577934714
TAGLN	0.00714774690384058	0.0508649168841788	0.00606504251411141	2.91297493735513	0.0622550858264905	2.15646509756603	0.104654534424053
MYL9	0.00350770768604093	0.0371094936469377	0.0337925513410586	2.83003551273556	0.312538848516473	1.88424740384064	0.507018542009241
BGN	0.00281943921648941	0.0109189340106228	0.00118523501070019	3.14079367027178	0.110005835026645	3.09653725695909	0.321903523557326
CALD1	0.00143730290779626	0.00764143314975047	0.00629272151820182	2.55745594339056	0.688311286828164	1.97375685792089	0.209700818061829
LHFPL6	0.00776615010326807	0.0169189108603182	0.00229664998418663	1.89055164685616	0.292750605932263	0.606018831330862	0.0669751435167649
ACTA2	0.0416562577424389	0.0137536837343584	0.00702362451061202	2.49432457648791	0.0301885232628818	1.34610137672105	0.0831886325163
MGP	0.00682534654731737	0.0190133944403591	0.00538223941955943	3.64137447244518	2.93461135129609	3.80676380886692	0.605368548281052
TPM2	0.00590748806214613	0.0261576906979433	0.00379141245099852	2.31034619915616	0.0967074755048067	1.88638781014845	0.212592907092151
SOD3	0.000380459991122375	0.000796843495285302	0.000346262138106686	2.12936554159437	0	1.68641730920041	0.524237847959294
EGFL6	0.000967436981274419	0.000757121649401927	4.85602082240364e-05	1.39366360169191	0.00435335433083858	0.173300652404211	0.00392367250779096
SPARC	0.00870886097570433	0.0548067848491855	0.00706979010316679	2.86299886184734	2.59791429766057	2.73076055986861	0.469159727096558
SPARCL1	0.00244465804177353	0.00464499240730241	0.00170019718250914	2.36202308699325	3.07587878098328	1.75157310236448	0.112590304823483
COL4A2	0.000933261901816729	0.00637666889333818	0.000581044706553248	1.68604631290331	1.61976164014716	0.566254289237525	0.150151025828193
NOTCH3	0.000309804224443021	0.00123456493455764	8.92362704995681e-05	1.29293179132126	0.0121139773911837	0.172415726977911	0.124655514464659
CRYAB	0.00126952302356205	0.019341159801037	0.00144668754539989	1.52014238580243	0.00318951191514303	0.78522731764546	0.0495099617453182
COX4I2	5.96064352545646e-06	0.00224887770751299	2.18784050448005e-05	1.22248738613757	0.0338490575694582	0.0178873048666631	0.00445782212650075
A2M	0.0039864958555427	0.25966179229595	0.00239157593133726	2.87649184685487	2.43544928207352	3.4189699324155	0.0573874510035795
TFPI	0.00056179589196915	0.0208810624323393	0.000133811613220809	1.65739115720267	0.789784239011518	1.09350938808469	0.503217808008194
FN1	0.00384420806666978	0.404233906410823	0.00271001703953352	2.17503894989307	0.169814216303483	2.4708428586078	0.426440285304013
CSRP2	0.00182620400799727	0.0367616690018488	0.00164702383184583	1.33706590317108	0.268311888909226	0.403410254577214	0.0346548228404101
COL1A2	0.0053218740502566	0.0039605936506803	0.00182968562312549	2.06936049650004	0	2.75873266295908	0.379792661105885
